id,name,district_id,active
1746,"Canh Nậu",212,1
1747,"Nghĩa Hưng",201,1
1748,"Cao Thành",228,1
1749,"Tam Thuấn",193,1
1750,"Bình Minh",216,1
1751,"Hiền Ninh",204,1
1752,"Chàng Sơn",212,1
1753,"Thanh Đa",193,1
1754,"Đại Hùng",228,1
1755,"Cao Dương",216,1
1756,"Ngọc Liệp",201,1
1757,"Hồng Kỳ",204,1
1758,"Thọ Lộc",193,1
1759,"Cao Viên",216,1
1760,"Ngọc Mỹ",201,1
1761,"Đại Đồng",212,1
1762,"Đại Cường",228,1
1763,"Kim Lũ",204,1
1764,"Thượng Cốc",193,1
1765,"Dị Nậu",212,1
1766,"Đội Bình ",228,1
1767,"Phú Cát",201,1
1768,"Cự Khê",216,1
1769,"Mai Đình",204,1
1770,"Phú Mãn",201,1
1771,"Tích Giang",193,1
1772,"Dân Hòa",216,1
1773,"Đồng Trúc",212,1
1774,"Đông Lỗ",228,1
1775,"Minh Phú",204,1
1776,"Hạ Bằng",212,1
1777,"Đồng Tiến",228,1
1778,"Phượng Cách",201,1
1779,"Đỗ Động",216,1
1780,"Trạch Mỹ Lộc",193,1
1781,"Minh Trí",204,1
1782,"Sài Sơn",201,1
1783,"Vân Hà",193,1
1784,"Đồng Tân",228,1
1785,"Hồng Dương",216,1
1786,"Hương Ngải",212,1
1787,"Nam Sơn",204,1
1788,"Hữu Bằng",212,1
1789,"Vân Nam",193,1
1790,"Hoa Sơn",228,1
1791,"Tân Hòa",201,1
1792,"Kim An",216,1
1793,"Phú Cường",204,1
1794,"Tân Phú",201,1
1795,"Kim Quan",212,1
1796,"Kim Thư",216,1
1797,"Hòa Lâm",228,1
1798,"Vân Phúc",193,1
1799,"Phù Linh",204,1
1800,"Liên Châu",216,1
1801,"Võng Xuyên",193,1
1802,"Hòa Nam",228,1
1803,"Thạch Thán",201,1
1804,"Lại Thượng",212,1
1805,"Phù Lỗ",204,1
1806,"Tuyết Nghĩa",201,1
1807,"Hòa Phú",228,1
1808,"Phú Kim",212,1
1809,"Mỹ Hưng",216,1
1810,"Xuân Phú",193,1
1811,"Phú Minh",204,1
1812,"Yên Sơn",201,1
1813,"Phùng Xá",212,1
1814,"Hòa Xá",228,1
1815,"Phương Trung",216,1
1816,"Quang Tiến",204,1
1817,"Thị trấn Thường Tín",222,1
1818,"Tân Xã",212,1
1819,"Cộng Hòa",201,1
1820,"Tam Hưng",216,1
1821,"Hồng Quang",228,1
1822,"Tân Dân",204,1
1823,"Chương Dương",222,1
1824,"Kim Đường",228,1
1825,"Thạch Hòa",212,1
1826,"Thanh Cao",216,1
1827,"Tân Ước",201,1
1828,"Tân Hưng",204,1
1829,"Dũng Tiến",222,1
1830,"Liên Bạt",228,1
1831,"Thạch Xá",212,1
1832,"Thanh Mai",216,1
1833,"Phường Lê Lợi",234,1
1834,"Tân Minh",204,1
1835,"Duyên Thái",222,1
1836,"Phường Ngô Quyền",234,1
1837,"Tiến Xuân",212,1
1838,"Lưu Hoàng",228,1
1839,"Thanh Thùy",216,1
1840,"Thanh Xuân",204,1
1841,"Hà Hồi",222,1
1842,"Thanh Văn",216,1
1843,"Yên Bình",212,1
1844,"Phường Phú Thịnh",234,1
1845,"Minh Đức",228,1
1846,"Tiên Dược",204,1
1847,"Hiền Giang",222,1
1848,"Xuân Dương",216,1
1849,"Phường Sơn Lộc",234,1
1850,"Yên Trung",212,1
1851,"Phù Lưu",228,1
1852,"Trung Giã",204,1
1853,"Hòa Bình",222,1
1854,"Tân Ước",216,1
1855," Phương Tú",228,1
1856,"Phường Quang Trung",234,1
1857,"Thị trấn Văn Điển",239,1
1858,"Việt Long",204,1
1859,"Hồng Vân",222,1
1860,"Phường Trung Hưng",234,1
1861,"Đại Áng",239,1
1862,"Quảng Phú Cầu",228,1
1863,"Xuân Giang",204,1
1864,"Khánh Hà",222,1
1865,"Tân Tiến",93,1
1866,"Phường Trung Sơn Trầm",234,1
1867,"Đông Mỹ",239,1
1868,"Sơn Công",228,1
1869,"Xuân Thu",204,1
1870,"Hỏa Tiến",93,1
1871,"Lê Lợi",222,1
1872,"Duyên Hà",239,1
1873,"Phường Viên Sơn",234,1
1874,"Tảo Dương Văn",228,1
1875,"Phường 1",93,1
1876,"Liên Phương",222,1
1877,"Phường Hiệp Thành",97,1
1878,"Hữu Hòa",239,1
1879,"Trầm Lộng",228,1
1880,"Phường Xuân Khanh",234,1
1881,"Phường 3",93,1
1882,"Phường Lái Hiếu",97,1
1883,"Minh Cường",222,1
1884,"Trung Tú",228,1
1885,"Xã Cổ Đông",234,1
1886,"Liên Ninh",239,1
1887,"Phường 4",93,1
1888,"Nghiêm Xuyên",222,1
1889,"Phường Ngã Bảy",97,1
1890,"Ngọc Hồi",239,1
1891,"Trường Thịnh",228,1
1892,"Xã Đường Lâm",234,1
1893,"Đại Thành",97,1
1894,"Phường 5",93,1
1895,"Nguyễn Trãi",222,1
1896,"Vạn Thái",228,1
1897,"Xã Kim Sơn",234,1
1898,"Ngũ Hiệp",239,1
1899,"Hiệp Lợi",97,1
1900,"Phường 7",93,1
1901,"Nhị Khê",222,1
1902,"Xã Sơn Đông",234,1
1903,"Viên An",228,1
1904,"Vị Tân",93,1
1905,"Ninh Sở",222,1
1906,"Xã Thanh Mỹ",234,1
1907,"Viên Nội",228,1
1908,"Tân Thành",97,1
1909,"Tả Thanh Oai",239,1
1910,"Hỏa Lựu",93,1
1911,"Quất Động",222,1
1912,"Xã Xuân Sơn",234,1
1913,"Tam Hiệp",239,1
1914,"Thị trấn Nàng Mau",105,1
1915,"Thị trấn Cây Dương",107,1
1916,"Tân Triều",239,1
1917,"Tân Minh",222,1
1918," Đông Phú",115,1
1919," Vị Bình",105,1
1920,"Nhơn Nghĩa A",120,1
1921," Đông Phước",115,1
1922,"Thị trấn Búng Tàu",107,1
1923,"Thanh Liệt",239,1
1924,"Thắng Lợi",222,1
1925," Vị Đông",105,1
1926,"Tân Hòa",120,1
1927,"Thống Nhất",222,1
1928,"Tứ Hiệp",239,1
1929," Đông Phước A",115,1
1930,"Thị trấn Kinh Cùng",107,1
1931,"Vị Thắng",105,1
1932," Tân Phú Thạnh",120,1
1933,"Thư Phú",222,1
1934," Đông Thạnh",115,1
1935,"Vạn Phúc",239,1
1936," Bình Thành",107,1
1937," Thạnh Xuân",120,1
1938," Vị Thanh",105,1
1939,"Tiền Phong",222,1
1940," Phú An",115,1
1941," Trường Long A",120,1
1942,"Vĩnh Quỳnh",239,1
1943,"Vị Thủy",105,1
1944,"Hiệp Hưng",107,1
1945,"Tô Hiệu",222,1
1946," Vị Trung",105,1
1947," Phú Hữu",115,1
1948," Hòa An",107,1
1949,"Yên Mỹ",239,1
1950," Trường Long Tây",120,1
1951,"Tự Nhiên",222,1
1952,"Thị trấn Một Ngàn",120,1
1953," Phú Tân",115,1
1954,"Vĩnh Thuận Tây",105,1
1955," Hòa Mỹ",107,1
1956,"Lương Tâm",128,1
1957,"Văn Bình",222,1
1958,"Thị trấn Bảy Ngàn",120,1
1959,"Thị trấn Ngã Sáu ",115,1
1960," Lương Nghĩa",128,1
1961," Long Thạnh",107,1
1962," Vĩnh Trung",105,1
1963,"Vạn Điểm",222,1
1964,"Thị trấn Mái Dầm",115,1
1965," Vĩnh Tường",105,1
1966,"Thuận Hòa",128,1
1967,"Thị trấn Cái Tắc",120,1
1968," Phụng Hiệp",107,1
1969,"Văn Phú",222,1
1970," Phương Bình",107,1
1971," Thuận Hưng",128,1
1972,"Thị trấn Rạch Gòi",120,1
1973,"Vân Tảo",222,1
1974,"Phường Lộc Thọ",111,1
1975,"Ngũ Phụng",60,1
1976," Phương Phú",107,1
1977,"Vĩnh Thuận Đông",128,1
1978,"Văn Tự",222,1
1979,"Phường Ngọc Hiệp",111,1
1980,"Tam Thanh",60,1
1981,"Phường Bình Thạnh",131,1
1982,"Tân Bình",107,1
1983," Vĩnh Viễn",128,1
1984,"Long Hải",60,1
1985,"Phường Phước Hải",111,1
1986,"Phường Thuận An",131,1
1987,"Vĩnh Viễn A",128,1
1988," Tân Long",107,1
1989,"Phường Ba Ngòi",114,1
1990,"Phường Trà Lồng",131,1
1991,"Phường Phước Hòa",111,1
1992,"Xà Phiên",128,1
1993,"Phường Cam Lộc",114,1
1994,"Tân Phước Hưng",107,1
1995,"Thị trấn Tô Hạp",139,1
1996,"Phường Phước Long",111,1
1997,"Phường Vĩnh Tường",131,1
1998," Thạnh Hòa",107,1
1999,"Ba Cụm Bắc",139,1
2000,"Phường Cam Thuận",114,1
2001,"Phường Phước Tân",111,1
2002,"Xã Long Bình",131,1
2003,"Thị trấn Cam Đức",126,1
2004,"Ba Cụm Nam",139,1
2005,"Phường Cam Linh",114,1
2006,"Phường Phước Tiến",111,1
2007,"Xã Long Phú",131,1
2008,"Cam An Bắc",126,1
2009,"Thị trấn Diên Khánh",132,1
2010,"Sơn Bình",139,1
2011,"Phường Cam Lợi",114,1
2012,"Phường Phương Sài",111,1
2013,"Cam An Nam",126,1
2014,"Xã Long Trị",131,1
2015,"Diên An",132,1
2016,"Phường Cam Phú",114,1
2017,"Sơn Hiệp",139,1
2018,"Diên Bình",132,1
2019,"Cam Hải Đông",126,1
2020,"Phường Phương Sơn",111,1
2021,"Xã Long Trị A",131,1
2022,"Sơn Lâm",139,1
2023,"Phường Cam Phúc Bắc",114,1
2024,"Diên Đồng",132,1
2025,"Xã Tân Phú.",131,1
2026,"Phường Tân Lập",111,1
2027,"Cam Hải Tây",126,1
2028,"Sơn Trung",139,1
2029,"Phường Cam Phúc Nam",114,1
2030,"Cam Hiệp Bắc",126,1
2031,"Diên Điền",132,1
2032,"Phường Vạn Thắng",111,1
2033,"Phường Cam Nghĩa",114,1
2034,"Thành Sơn",139,1
2035,"PhườngNinh Đa",122,1
2036,"Cam Hiệp Nam",126,1
2037,"Diên Hòa",132,1
2038,"Phường Vạn Thạnh",111,1
2039,"Cam Bình",114,1
2040,"PhườngNinh Diêm",122,1
2041,"Thị trấn Khánh Vĩnh",144,1
2042,"Phường Vĩnh Hải",111,1
2043,"Cam Hòa",126,1
2044,"Diên Lạc",132,1
2045,"Cấu Bà",144,1
2046,"PhườngNinh Giang",122,1
2047,"Cam Lập",114,1
2048,"Diên Lâm",132,1
2049,"Phường Vĩnh Hòa",111,1
2050,"Cam Phước Tây",126,1
2051,"Giang Ly",144,1
2052,"Cam Phước Đông",114,1
2053,"PhườngNinh Hà",122,1
2054,"Cam Tân",126,1
2055,"Diên Lộc",132,1
2056,"Phường Vĩnh Phước",111,1
2057,"PhườngNinh Hải",122,1
2058,"Khánh Bình",144,1
2059,"Cam Thành Nam",114,1
2060,"Diên Phú",132,1
2061,"Cam Thành Bắc",126,1
2062,"Phường Vĩnh Trường",111,1
2063,"Cam Thịnh Đông",114,1
2064,"PhườngNinh Hiệp",122,1
2065,"Khánh Đông",144,1
2066,"PhườngVĩnh Nguyên",111,1
2067,"Diên Phước",132,1
2068,"Suối Tân",126,1
2069,"Khánh Hiệp",144,1
2070,"Cam Thịnh Tây",114,1
2071,"PhườngNinh Thủy",122,1
2072,"Phường Vĩnh Thọ",111,1
2073,"Diên Sơn",132,1
2074,"Sơn Tân",126,1
2075,"Khánh Nam",144,1
2076,"Ninh An",122,1
2077,"Phường Xương Huân",111,1
2078,"Diên Tân",132,1
2079,"Suối Cát",126,1
2080,"Thị trấn Trường Sa",149,1
2081,"Ninh Bình",122,1
2082,"Khánh Phú",144,1
2083,"Phước Đồng",111,1
2084,"Song Tử Tây",149,1
2085,"Diên Thạnh",132,1
2086,"Thị trấn Vạn Giã",155,1
2087,"Ninh Đông",122,1
2088,"Khánh Thành",144,1
2089,"Vĩnh Phương",111,1
2090,"Vạn Lương",155,1
2091,"Sinh Tồn",149,1
2092,"Diên Thọ",132,1
2093,"Khánh Thượng",144,1
2094,"Ninh Hưng",122,1
2095,"Vĩnh Thạnh",111,1
2096,"Diên Toàn",132,1
2097,"Vạn Bình",155,1
2098,"Ninh Ích",122,1
2099,"Khánh Trung",144,1
2100," Mỹ Đức",118,1
2101,"Diên Xuân",132,1
2102,"Vạn Hưng",155,1
2103,"Vĩnh Trung",111,1
2104,"Liên Sang",144,1
2105,"Ninh Lộc",122,1
2106,"Thuận Yên",118,1
2107,"Vạn Khánh",155,1
2108,"Vĩnh Thái",111,1
2109,"Suối Hiệp",132,1
2110,"Sơn Thái",144,1
2111,"Ninh Phú",122,1
2112,"PhườngBình San",118,1
2113,"Suối Tiên",132,1
2114,"Vạn long",155,1
2115,"Vĩnh Hiệp",111,1
2116,"Phường Đông Hồ",118,1
2117,"Sông Cầu",144,1
2118,"Ninh Phụng",122,1
2119,"Vĩnh Ngọc",111,1
2120,"Vạn Phú",155,1
2121,"Ninh Quang",122,1
2122,"Phường Pháo Đài",118,1
2123," Bình An",124,1
2124,"An Thới",130,1
2125,"Vĩnh Lương",111,1
2126,"Vạn Phước",155,1
2127,"Ninh Sim",122,1
2128," Bình Trị",124,1
2129,"Dương Đông",130,1
2130,"Phường Tô Châu",118,1
2131,"Vạn Thắng",155,1
2132,"Tiên Hải",118,1
2133,"Dương Hòa",124,1
2134," Hàm Ninh",130,1
2135,"Ninh Sơn",122,1
2136,"Xã Phi Thông",135,1
2137,"Vạn Thạnh",155,1
2138,"Ninh Tây",122,1
2139,"Thị trấn Dương Đông",130,1
2140,"Vĩnh Thanh Vân",135,1
2141,"Hòa Điền",124,1
2142,"Thị trấn Thứ Ba",142,1
2143,"Vạn Thọ",155,1
2144,"Kiên Bình",124,1
2145,"Vĩnh Thanh",135,1
2146,"Đông Thái",142,1
2147,"Ninh Thân",122,1
2148,"Thị trấn An Thới",130,1
2149,"Xuân Sơn",155,1
2150,"Vĩnh Lạc",135,1
2151,"Đông Yên",142,1
2152,"Bãi Thơm",130,1
2153,"Hòn Nghệ",124,1
2154,"Ninh Thọ",122,1
2155,"Đại Lãnh",155,1
2156,"Ninh Thượng",122,1
2157,"Hưng Yên",142,1
2158,"Sơn Hải",124,1
2159,"Cửa Cạn",130,1
2160,"Vĩnh Bảo",135,1
2161,"Thị trấn Kiên Lương",124,1
2162,"Cửa Dương",130,1
2163,"Ninh Trung",122,1
2164,"An Hòa",135,1
2165,"Nam Yên",142,1
2166,"Thị trấn Minh Lương",153,1
2167,"Vĩnh Quang",135,1
2168,"Bình An",153,1
2169,"Ninh Vân",122,1
2170,"Dương Tơ",130,1
2171,"Tây Yên",142,1
2172,"Thị trấn Giồng Riềng",157,1
2173,"Vĩnh Hiệp",135,1
2174,"Bàn Tân Định",157,1
2175,"Ninh Xuân",122,1
2176,"Giục Tượng",153,1
2177,"Nam Thái",142,1
2178,"Gành Dầu",130,1
2179,"Vĩnh Thông",135,1
2180,"Bàn Thạch",157,1
2181,"Nam Thái A",142,1
2182,"Hàm Ninh",130,1
2183,"Minh Hòa",153,1
2184,"Ninh Phước ",122,1
2185,"Vĩnh Lợi",135,1
2186,"Mong Thọ",153,1
2187,"Tây Yên A",142,1
2188,"Hòa An",157,1
2189,"Hòn Thơm",130,1
2190,"Ninh Tân",122,1
2191,"An Bình",135,1
2192,"Hòa Hưng",157,1
2193,"Mong Thọ A",153,1
2194,"Thổ Châu",130,1
2195,"Tân Khánh Hòa",163,1
2196,"Thị trấn Thứ Mười Một",146,1
2197,"Rạch Sỏi",135,1
2198,"Mong Thọ B",153,1
2199,"Hòa Lợi",157,1
2200,"Phú Mỹ",163,1
2201,"Đông Hòa",146,1
2202,"Thị trấn Đại Nghĩa",183,1
2203,"Đông Hưng",146,1
2204,"Hòa Thuận",157,1
2205,"Thạnh Lộc",153,1
2206,"Phú Lợi",163,1
2207," Tân An",188,1
2208,"An Mỹ",183,1
2209,"Long Thạnh",157,1
2210,"Vĩnh Hòa Hiệp",153,1
2211,"Vĩnh Điều",163,1
2212,"Tân Hiệp A",188,1
2213,"Đông Hưng A",146,1
2214,"An Phú",183,1
2215,"Vĩnh Phú",163,1
2216,"Ngọc Chúc",157,1
2217,"Tân Hiệp B",188,1
2218,"Vĩnh Hòa Phú",153,1
2219,"Đông Hưng B",146,1
2220,"An Tiến",183,1
2221,"Tân Hòa",188,1
2222,"Đông Thạnh",146,1
2223,"Ngọc Hòa",157,1
2224,"Bột Xuyên",183,1
2225,"Thị trấn Gò Quao",168,1
2226,"Thị trấn Hòn Đất",176,1
2227,"Tân Hội",188,1
2228,"Ngọc Thành",157,1
2229,"Tân Thạnh",146,1
2230,"Thị trấn Sóc Sơn",176,1
2231,"Định An",168,1
2232,"Đại Hưng",183,1
2233,"Tân Thành",188,1
2234,"Ngọc Thuận",157,1
2235,"Thuận Hòa",146,1
2236,"Bình Giang",176,1
2237,"Định Hòa",168,1
2238,"Đốc Tín",183,1
2239,"Thạnh Đông",188,1
2240,"Vân Khánh",146,1
2241,"Thạnh Bình",157,1
2242,"Bình Sơn",176,1
2243,"Thạnh Đông A",188,1
2244,"Đồng Tâm",183,1
2245,"Vân Khánh Đông",146,1
2246,"Thạnh Hòa",157,1
2247,"Thới Quản",168,1
2248,"Lình Huỳnh",176,1
2249,"Thủy Liễu",168,1
2250,"Thạnh Đông B",188,1
2251,"Thạnh Hưng",157,1
2252,"Hồng Sơn",183,1
2253,"Vân Khánh Tây",146,1
2254,"Mỹ Hiệp Sơn",176,1
2255,"Hợp Thanh",183,1
2256,"Thạnh Lộc",157,1
2257,"Phường Duy Tân",140,1
2258,"Thạnh Trị",188,1
2259,"Vĩnh Hòa Hưng Bắc",168,1
2260,"Mỹ Lâm",176,1
2261,"Hợp Tiến",183,1
2262,"Thạnh Phước",157,1
2263,"Phường Lê Lợi",140,1
2264,"Vĩnh Phước B",168,1
2265,"Mỹ Phước",176,1
2266,"Ia Đal",148,1
2267,"Phường Ngô Mây",140,1
2268,"Vĩnh Phú",157,1
2269,"Hùng Tiến",183,1
2270,"Vĩnh Hòa Hưng Nam",168,1
2271,"Mỹ Thái",176,1
2272,"Ia Dom",148,1
2273,"Vĩnh Phước A",168,1
2274,"Vĩnh Thạnh",157,1
2275,"Phường Nguyễn Trãi",140,1
2276,"Hương Sơn",183,1
2277,"Mỹ Thuận",176,1
2278,"Ia Tơi",148,1
2279,"Lê Thanh",183,1
2280,"Phường Quang Trung",140,1
2281,"Vĩnh Thắng",168,1
2282,"Nam Thái Sơn",176,1
2283,"An Sơn",199,1
2284,"Phường Quyết Thắng",140,1
2285,"Mỹ Thành",183,1
2286,"Vĩnh Tuy",168,1
2287,"Thị trấn Vĩnh Thuận",196,1
2288,"Hòn Tre",199,1
2289,"Sơn Bình",176,1
2290,"Bình Minh",196,1
2291,"Phù Lưu Tế",183,1
2292,"Phường Thắng Lợi",140,1
2293,"Thị trấn Đắk Rve",159,1
2294,"Lai Sơn",199,1
2295,"Sơn Kiên",176,1
2296,"Phường Thống Nhất",140,1
2297,"Đắk Kôi",159,1
2298,"Phong Đông",196,1
2299,"Phúc Lâm",183,1
2300,"Nam Du",199,1
2301,"Thổ Sơn",176,1
2302,"Đắk Pne",159,1
2303,"Tân Thuận",196,1
2304,"Phường Trần Hưng Đạo",140,1
2305,"Phùng Xá",183,1
2306,"Thị trấn Măng Đen",152,1
2307,"Thị trấn Plei Kần",161,1
2308,"Vĩnh Bình Bắc",196,1
2309,"Đắk Ruồng",159,1
2310,"Phường Trường Chinh",140,1
2311,"Thượng Lâm",183,1
2312,Hiếu,152,1
2313,"Đắk Dục",161,1
2314,"Vĩnh Phong",196,1
2315,"Đắk Tơ Lung",159,1
2316,"Chư Hreng",140,1
2317,"Tuy Lai",183,1
2318,"Măng Buk",152,1
2319,"Đắk Kan",161,1
2320,"Đắk Blà",140,1
2321,"Đắk Tờ Re",159,1
2322,"Vạn Kim",183,1
2323,"Vĩnh Thuận",196,1
2324,"Măng Cành",152,1
2325,"Đắk Xú",161,1
2326,"Đắk Cấm",140,1
2327,"Tân Lập",159,1
2328,"Đắk Nông",161,1
2329,"Ngok Tem",152,1
2330,"Thị trấn Đắk Glei",190,1
2331,"Thị trấn Đắk Hà",181,1
2332,"Đắk Năng",140,1
2333,"Đắk Ang",161,1
2334,"Pờ Ê",152,1
2335,"Đắk Choong",190,1
2336,"Ngok Réo",181,1
2337,"Đăk Hà",174,1
2338,"Đắk Rơ Wa",140,1
2339,"Đăk Na",174,1
2340,"Ngok Wang",181,1
2341,"Pờ Y",161,1
2342,"Đắk Long",152,1
2343,"Đắk KRoong",190,1
2344,"Đoàn Kết",140,1
2345,"Đắk Nên",152,1
2346,"Đăk Rơ Ông",174,1
2347,"Đắk HRing",181,1
2348,"Sa Loong",161,1
2349,"Đắk Long",190,1
2350,"Hòa Bình",140,1
2351,"Đắk Ring",152,1
2352,"Đăk Sao",174,1
2353,"Đắk Man",190,1
2354,"Đắk La",181,1
2355,"Thị trấn Sa Thầy",170,1
2356,"La Chim",140,1
2357,"Đăk Tờ Kan",174,1
2358,"Đắk Mar",181,1
2359,"Đắk Tăng",152,1
2360,"Đắk Môn",190,1
2361,"Hơ Moong",170,1
2362,Kroong,140,1
2363,"Đắk PXi",181,1
2364,"Đắk Nhoong",190,1
2365,"Măng Ry",174,1
2366,"Mô Rai ",170,1
2367,"Ngọk Bay",140,1
2368,"Đắk Ui",181,1
2369,"Thạnh Yên",182,1
2370,"Rơ Kơi",170,1
2371,"Đắk Pék",190,1
2372,"Ngọc Lây",174,1
2373,"Hà Mòn",181,1
2374,"Vinh Quang",140,1
2375,"An Minh Bắc",182,1
2376,"Ngọc Yêu",174,1
2377,"Sa Bình",170,1
2378,"Đắk Plô",190,1
2379,"Hòa Chánh",182,1
2380,"Tân Cảnh",140,1
2381,"Đắk Long",181,1
2382,"Tê Xăng",174,1
2383,"Sa Nghĩa",170,1
2384,"Mường Hoong",190,1
2385,"Đắk Ngọk",181,1
2386,"Minh Thuận",182,1
2387,"Tu Mơ Rông",174,1
2388,"Sa Nhơn",170,1
2389,"Ngọc Linh",190,1
2390,"Thị trấn Bến Lức",158,1
2391,"Thạnh Yên A",182,1
2392,"Diên Bình",195,1
2393,"Xã Mỹ Yên",158,1
2394,"Văn Xuôi",174,1
2395,Xốp,190,1
2396,"Sa Sơn",170,1
2397,"Kon Đào",195,1
2398,"Vĩnh Hòa",182,1
2399,"Ya Ly",170,1
2400,"Xã Tân Bửu",158,1
2401,"Ngọk Tụ",195,1
2402,"Phường 01",154,1
2403,"Thị trấn Cần Đước",162,1
2404,"Thị trấn Cần Giuộc",167,1
2405,"Ya Tăng",170,1
2406,"Xã Long Hiệp",158,1
2407,"Phường 02",154,1
2408,"Văn Lem",195,1
2409,"Xã Phước Vân",162,1
2410,"Xã Phước Lý",167,1
2411,"Ya Xiêr",170,1
2412,"Xã Phước Lợi",158,1
2413,"Xã Tân Trạch",162,1
2414,"Đăk Rơ Nga",195,1
2415,"Xã Long Thượng",167,1
2416,"Phường 03",154,1
2417,"Xã Thanh Phú",158,1
2418,"Thị trấn Tầm Vu",173,1
2419,"Xã Long Định",162,1
2420,"Phường 04",154,1
2421,"Xã Tân Kim",167,1
2422,"Đăk Trăm",195,1
2423,"Xã Nhựt Chánh",158,1
2424,"Thanh Vĩnh Đông",173,1
2425,"Xã Tân Ân",162,1
2426,"Phường 05",154,1
2427,"Xã Phước Hậu",167,1
2428,"Pô Kô",195,1
2429,"Xã Thạnh Đức",158,1
2430,"Hiệp Thạnh",173,1
2431,"Xã Long Sơn",162,1
2432,"Phường 06",154,1
2433,"Xã Mỹ Lộc",167,1
2434,"Thị trấn Mộc Hóa",185,1
2435,"Xã An Thạnh",158,1
2436,"Phú Ngãi Trị",173,1
2437,"Xã Phước Tuy",162,1
2438,"Phường 07",154,1
2439,"Xã Thạnh Trị",185,1
2440,"Xã Trường Bình",167,1
2441,"Dương Xuân Hội",173,1
2442,"Xã Lương Hòa",158,1
2443,"Phường Tân Khánh",154,1
2444,"Xã Long Cang",162,1
2445,"Xã Bình Hiệp",185,1
2446,"Xã Long An",167,1
2447,"Xã Lương Bình",158,1
2448,"Long Trì",173,1
2449,"Xã Long Khê",162,1
2450,"Xã Thuận Thành",167,1
2451,"Phường Khánh Hậu",154,1
2452,"Xã Bình Hòa Tây",185,1
2453,"Thuận Mỹ",173,1
2454,"Xã Tân Hòa",158,1
2455,"Xã Lợi Bình Nhơn",154,1
2456,"Xã Long Trạch",162,1
2457,"Xã Phước Lâm",167,1
2458,"Xã Bình Hòa Đông",185,1
2459,"Xã Bình Đức",158,1
2460,"Thanh Phú Long",173,1
2461,"Xã Long Hòa",162,1
2462,"Xã Bình Tâm",154,1
2463,"Xã Tuyên Thạnh",185,1
2464,"Xã Long Hậu",167,1
2465,"Xã Thạnh Lợi",158,1
2466,"An Lục Long",173,1
2467,"Xã An Vĩnh Ngãi",154,1
2468,"Xã Tân Lập",185,1
2469,"Xã Tân Tập",167,1
2470,"Xã Tân Lân",162,1
2471,"Xã Thạnh Hòa",158,1
2472,"Phước Tân Hưng",173,1
2473,"Xã Hướng Thọ Phú",154,1
2474,"Xã Bình Phong Thạnh",185,1
2475,"Xã Phước Vĩnh Đông",167,1
2476,"Xã Mỹ Lệ",162,1
2477,"Bình Quới",173,1
2478,"Thị trấn Đông Thành",179,1
2479,"Xã Tân Chánh",162,1
2480,"Xã Phước Vĩnh Tây",167,1
2481,"Xã Nhơn Thạnh Trung",154,1
2482,"Xã Bình Hòa Trung",185,1
2483,"Vĩnh Công",173,1
2484,"Xã Mỹ Quý Tây",179,1
2485,"Xã Đông Thạnh",167,1
2486,"Xã Bình Tân",185,1
2487,"Xã Long Hựu Tây",162,1
2488,"Xã Mỹ Quý Đông",179,1
2489,"Hòa Phú",173,1
2490,"Thị trấn Tân Hưng",191,1
2491,"Xã Thạnh Hưng",185,1
2492,"Xã Phước Lại",167,1
2493,"Xã Phước Đông",162,1
2494,"Xã Vĩnh Bửu",191,1
2495,"Xã Mỹ Thạnh Đông",179,1
2496,"Xã Tân Thành",185,1
2497,"Xã Long Hựu Đông",162,1
2498,"Xã Long Phụng",167,1
2499,"Thị trấn Tân Thạnh",197,1
2500,"Xã Vĩnh Lợi",191,1
2501,"Xã Bình Hòa Nam",179,1
2502,"Xã Kiến Bình",197,1
2503,"Xã Bình Thạnh",185,1
2504,"Thị trấn Thạnh Hóa",207,1
2505,"Thị trấn Đức Hòa",226,1
2506,"Xã Vĩnh Đại",191,1
2507,"Xã Bình Hòa Bắc",179,1
2508,"Thị trấn Hậu Nghĩa",226,1
2509,"Xã Tân Đông",207,1
2510,"Xã Tân Bình",197,1
2511,"Thị trấn Vĩnh Hưng",220,1
2512,"Xã Thạnh Hưng",191,1
2513,"Xã Bình Thành",179,1
2514,"Xã Tân Hòa",197,1
2515,"Xã Hưng Điền A",220,1
2516,"Xã Tân Tây",207,1
2517,"Thị trấn Hiệp Hòa",226,1
2518,"Xã Bình Hòa Hưng",179,1
2519,"Xã Vĩnh Châu A",191,1
2520,"Xã Thủy Đông",207,1
2521,"Xã Mỹ Hạnh Nam",226,1
2522,"Xã Khánh Hưng",220,1
2523,"Xã Nhơn Ninh",197,1
2524,"Xã Mỹ Thạnh Tây",179,1
2525,"Xã Vĩnh Châu B",191,1
2526,"Xã Thủy Tây",207,1
2527,"Xã Thái Bình Trung",220,1
2528,"Xã Tân Ninh",197,1
2529,"Xã Mỹ Hạnh Bắc",226,1
2530,"Xã Mỹ Thạnh Bắc",179,1
2531,"Xã Hưng Thạnh",191,1
2532,"Xã Thái Trị",220,1
2533,"Xã Tân Thành",197,1
2534,"Xã Thạnh Phú",207,1
2535,"Xã Đức Hòa Đông",226,1
2536,"Xã Hưng Hà",191,1
2537,"Xã Mỹ Bình",179,1
2538,"Xã Tuyên Bình",220,1
2539,"Xã Đức Hòa Thượng",226,1
2540,"Xã Thuận Nghĩa Hòa",207,1
