id,name,district_id,active
893," Chư Kbô",113,1
894," Hòa Sơn",108,1
895," Ea Tul",72,1
896,"Thị trấn M'Đrắk",133,1
897," Cư Né",113,1
898," Ea Păl",89,1
899," Ia Lốp",96,1
900,"Cư Króa",133,1
901," Hòa Tân",108,1
902," Quảng Hiệp",72,1
903," Cư Pơng",113,1
904," Ea Sar",89,1
905," Ia Rvê",96,1
906,"Cư M'ta",133,1
907," Quảng Tiến",72,1
908,"Hòa Thành",108,1
909," Ya Tờ Mốt",96,1
910," Ea Ngai",113,1
911," Ea Sô",89,1
912," Cư Prao",133,1
913," Khuê Ngọc Điền",108,1
914," Ea Sin",113,1
915," Ea Tíh",89,1
916,"Thị trấn Liên Sơn",125,1
917," Cư San",133,1
918," Yang Mao",108,1
919," Ea Kly",119,1
920," Bông Krang",125,1
921," Pơng Drang",113,1
922," Xuân Phú",89,1
923,"Yang Reh",108,1
924," Ea H'Mlay",133,1
925," Krông Búk",119,1
926," Buôn Tría",125,1
927,"Tân Lập",113,1
928," Ea Lai",133,1
929," Tân Tiến",119,1
930,"Thị trấn Krông Năng",137,1
931," Buôn Triết",125,1
932,"Phường Ea Tam",143,1
933,"Phường An Bình",150,1
934," Ea M'doan",133,1
935," Cư Klông",137,1
936," Vụ Bổn",119,1
937," Đắk Liêng",125,1
938,"Phường An Lạc",150,1
939,"Phường Khánh Xuân",143,1
940,"Thị trấn Phước A",119,1
941," Ea Pil",133,1
942," Dliê Ya",137,1
943," Đắk Nuê",125,1
944,"Phường Tân An",143,1
945," Phường Bình Tân",150,1
946," Ea Dăh",137,1
947," Ea Riêng",133,1
948," Ea Hiu",119,1
949,"Phường Tân Hoà",143,1
950," Đắk Phơi",125,1
951," Phường Đạt Hiếu",150,1
952," Ea Kênh",119,1
953," Ea Hồ",137,1
954,"Ea Trang",133,1
955,"Phường Đoàn Kết",150,1
956," Ea R'bin",125,1
957,"Phường Tân Lập",143,1
958," Ea Knuêc",119,1
959," Krông Á",133,1
960," Ea Puk",137,1
961," Krông Nô",125,1
962,"Phường Thiện An",150,1
963,"Phường Tân Lợi",143,1
964," Ea Tam",137,1
965," Ea Kuăng",119,1
966,"Krông Jing",133,1
967,"Phường Thống Nhất",150,1
968," Nam Ka",125,1
969,"Phường Tân Thành",143,1
970," Ea Phê",119,1
971,"Ea Tân",137,1
972,"Bình Thuận",150,1
973,"Phường Tân Tiến",143,1
974," Yang Tao",125,1
975,"Phường 1",63,1
976," Ea Tóh",137,1
977," Ea Uy",119,1
978," Cư Bao",150,1
979,"Phường Thắng Lợi",143,1
980,"Phường 2",63,1
981," Ea Yiêng",119,1
982," Phú Lộc",137,1
983,"Thị trấn Đất Đỏ",30,1
984," Phường Thành Công",143,1
985," Ea Blang",150,1
986,"Phường 3",63,1
987," Phú Xuân",137,1
988," Ea Yông",119,1
989,"Thị trấn Phước Hải",30,1
990,"Phường 4",63,1
991," Ea Drông",150,1
992,"Phường Thành Nhất",143,1
993," Tam Giang",137,1
994,"Láng Dài ",30,1
995," Hòa An",119,1
996," Phường Thống Nhất",143,1
997,"Phường 5",63,1
998," Ea Siên",150,1
999," Hòa Đông",119,1
1000,"Long Mỹ",30,1
1001," Phường Tự An",143,1
1002,"Phường 6",63,1
1003,"Thị trấn Rạch Gốc",71,1
1004,"Thị trấn Đầm Dơi",67,1
1005,"Long Tân",30,1
1006,"Hòa Tiến",119,1
1007,"Phường 7",63,1
1008," Cư ÊBur",143,1
1009,"Đất Mũi",71,1
1010,"Ngọc Chánh",67,1
1011,"Lộc An",30,1
1012," Ea Kao",143,1
1013,"Tam Giang Tây",71,1
1014,"Nguyễn Huân",67,1
1015,"Phường 8",63,1
1016,"Thị trấn Cái Nước",81,1
1017,"Phước Hội",30,1
1018," Đông Hưng",81,1
1019,"Tân Ân Tây",71,1
1020,"Quách Phẩm",67,1
1021,"Phường 9",63,1
1022,"Hoà Khánh",143,1
1023,"Phước Long Thọ",30,1
1024,"Phường Tân Thành",63,1
1025,"Tân Ân",71,1
1026,"Đông Thới",81,1
1027," Hoà Phú",143,1
1028,"Quách Phẩm Bách",67,1
1029,"Phường Tân Xuyên",63,1
1030,"Hoà Thắng",143,1
1031,"Hòa Mỹ",81,1
1032,"Viên An",71,1
1033,"Tạ An Khương",67,1
1034," Thới Bình",98,1
1035,"Xã An Xuyên",63,1
1036," Hoà Thuận",143,1
1037,"Biển Bạch",98,1
1038,"Hưng Mỹ",81,1
1039,"Tạ An Khương Đông",67,1
1040,"Viên An Đông",71,1
1041,"Xã Định Bình",63,1
1042,"Biển Bạch Đông",98,1
1043,"Tạ An Khương Nam",67,1
1044,"Lương Thế Trân",81,1
1045," Hoà Xuân",143,1
1046,"Xã Hòa Tân",63,1
1047,"Thị trấn Trần Văn Thời",87,1
1048," Phú Hưng",81,1
1049,"Tân Dân",67,1
1050," Ea Tu",143,1
1051," Hồ Thị Kỷ",98,1
1052,"Xã Hòa Thành",63,1
1053,"Thị trấn Sông Đốc",87,1
1054," Tân Bằng",98,1
1055," Tân Hưng Đông",81,1
1056,"Tân Đức",67,1
1057,"Thị trấn U Minh",90,1
1058,"Lý Văn Lâm",63,1
1059," Khánh Bình",87,1
1060,"Tân Lộc",98,1
1061,"Tân Hưng",81,1
1062,"Tân Duyệt",67,1
1063,"Xã Tắc Vân",63,1
1064," Khánh An",90,1
1065," Khánh Bình Đông",87,1
1066,"Tân Thuận",67,1
1067,"Tân Lộc Bắc",98,1
1068,"Thạnh Phú",81,1
1069," Khánh Hòa",90,1
1070,"Khánh Bình Tây",87,1
1071,"Xã Tân Thành",63,1
1072,"Tân Lộc Đông",98,1
1073,"Trần Thới",81,1
1074,"Tân Tiến",67,1
1075," Khánh Bình Tây Bắc",87,1
1076," Khánh Hội",90,1
1077,"Tân Trung",67,1
1078,"Tân Phú",98,1
1079,"Thị trấn Năm Căn",101,1
1080,"Thị trấn Cái Đôi Vàm",110,1
1081," Khánh Hải",87,1
1082," Khánh Thuận",90,1
1083,"Thới Bình",98,1
1084," Đất Mới",101,1
1085,"Thanh Tùng",67,1
1086," Nguyễn Việt Khái",110,1
1087,"Khánh Hưng",87,1
1088," Khánh Tiến",90,1
1089," Trí Lực",98,1
1090,"Trần Phán",67,1
1091," Hàm Rồng",101,1
1092,"Nguyễn Phích",90,1
1093,"Khánh Lộc",87,1
1094,"Phú Mỹ",110,1
1095," Trí Phải",98,1
1096," Hàng Vịnh",101,1
1097,"Phường Châu Sơn",52,1
1098," Phú Tân",110,1
1099," Khánh Lâm",90,1
1100,"Lợi An",87,1
1101,"Phường Hai Bà Trưng",52,1
1102,"Hiệp Tùng",101,1
1103,"Phú Thuận",110,1
1104," Phong Điền",87,1
1105," Lâm Hải",101,1
1106,"Phường Lam Hạ",52,1
1107,"Phường 1",57,1
1108,"Thị trấn Ba Tri",59,1
1109," Rạch Chèo",110,1
1110,"Phong Lạc",87,1
1111," Tam Giang",101,1
1112,"Phường Lê Hồng Phong",52,1
1113,"Phường 2",57,1
1114,"Bình Tây",59,1
1115," Tân Hải",110,1
1116,"Trần Hợi",87,1
1117,"Phường Liêm Chính",52,1
1118,"Phường 3",57,1
1119,"An Đức",59,1
1120,"Tam Giang Đông",101,1
1121," Tân Hưng Tây",110,1
1122,"An Hiệp",59,1
1123,"Phường Lương Khánh Thiện",52,1
1124,"Phường 4",57,1
1125," Việt Thắng",110,1
1126,"Thị trấn Bình Đại;",65,1
1127,"Phường 5",57,1
1128,"Phường Minh Khai",52,1
1129," Hòa Tây",59,1
1130,"Thị trấn Châu Thành",73,1
1131,"Bình Thắng",65,1
1132,"Ngãi Tây",59,1
1133,"Phường Quang Trung",52,1
1134,"Phường 6",57,1
1135,"An Hiệp",73,1
1136,"Thị trấn Phước Mỹ Trung",84,1
1137," Bình Thới",65,1
1138," An Hóa",73,1
1139,"Hòa Lộc",84,1
1140,"Phường 7",57,1
1141,"Phường Thanh Châu",52,1
1142,"Ngãi Trung",59,1
1143," Châu Hưng",65,1
1144,"Phú Trung",59,1
1145,"An Khánh",73,1
1146,"Phường 8",57,1
1147,"Hưng Khánh Trung A",84,1
1148,"Phường Thanh Tuyền",52,1
1149,"Hòa Lộc",65,1
1150,"An Phước",73,1
1151," An Thủy",59,1
1152,"Phường Trần Hưng Đạo",52,1
1153,"Khánh Thạnh Tân",84,1
1154,"Phú Khương",57,1
1155," Định Trung",65,1
1156,"Xã Đinh Xá",52,1
1157," Bảo Thạnh",59,1
1158,"Nhuận Phú Tân",84,1
1159,"Phú Tân",57,1
1160,"Giao Long",73,1
1161,"Lộc Thuận",65,1
1162,"Hữu Định",73,1
1163,"Xã Kim Bình",52,1
1164,"Bình Phú",57,1
1165,"Phú Mỹ",84,1
1166,"Bảo Thuận",59,1
1167," Long Định",65,1
1168,"Xã Liêm Chung",52,1
1169,"Phú An Hòa",73,1
1170,"Tân Bình",84,1
1171,"Mỹ Chánh",59,1
1172,"Mỹ Thạnh An",57,1
1173," Long Hòa",65,1
1175," Nhơn Thạnh",57,1
1176,"Xã Liêm Tiết",52,1
1177,"Tân Phú Tây",84,1
1178,"Phú Đức",73,1
1179,"Phú Long",65,1
1180,"Tân Thành Bình",84,1
1181,"Phú Túc",73,1
1182,"Xã Liêm Tiền",52,1
1183,"Phú Hưng",57,1
1185,"Phú Thuận",65,1
1186,"Xã Phù Vân",52,1
1187,"Phú Nhuận",57,1
1189,"Phước Thạnh",73,1
1190,"Tân Thanh Tây",84,1
1191,"Phú Vang",65,1
1192,"Thành An",84,1
1194,"Xã Tiên Hải",52,1
1195," Quới Sơn",73,1
1196,"Sơn Đông",57,1
1197," Tam Hiệp (cù lao Tam Hiệp)",65,1
1198,"Xã Tiên Hiệp",52,1
1199,"Mỹ Thành",57,1
1200,"Thạnh Ngãi",84,1
1201,"Quới Thành",73,1
1203,"Thạnh Phước",65,1
1204,"Sơn Hòa",73,1
1205,"Xã Tiên Tân",52,1
1206,"Phước Tuy",59,1
1207,"Thanh Tân",84,1
1208,"Giao Hòa",57,1
1209,"Thạnh Trị",65,1
1210,"Tam Phước",73,1
1212,"Xã Trịnh Xã",52,1
1213," Thới Lai",65,1
1214,"Thị trấn Giồng Trôm",79,1
1215,"Thị trấn Mỏ Cày",91,1
1216,"Tân Phú",73,1
1218,"Thới Thuận",65,1
1219,"Thị trấn Tăng Bạt Hổ",6,1
1220,"Tân Thạch",73,1
1222," Bình Hòa",79,1
1223,"An Định",91,1
1224,"Ân Tường Đông",6,1
1225,"Thừa Đức",65,1
1226," Thành Triệu",73,1
1227,"An Thạnh",91,1
1228,"Bình Thành",79,1
1230,"Ân Tường Tây",6,1
1231,"Vang Quới Đông",65,1
1232,"Tiên Long",73,1
1233,"Châu Bình",79,1
1235,"An Thới",91,1
1236,"Ân Hữu",6,1
1237," Vang Quới Tây",65,1
1238,"Bình Khánh Đông",91,1
1239,"Tiên Thủy",73,1
1240,"Châu Hòa",79,1
1242,"Ân Nghĩa",6,1
1243,"Tường Đa",73,1
1244,"Bình Khánh Tây",91,1
1245,"Hưng Lễ",79,1
1246,"Vĩnh Hậu",9,1
1247,"Tân Mỹ",59,1
1248,"Ân Đức",6,1
1249,"Minh Diệu",9,1
1250,"Cẩm Sơn",91,1
1251," Hưng Nhượng",79,1
1252,"Ân Phong",6,1
1253,"Thị trấn Chợ Lách",102,1
1254,"Thị trấn Thạnh Phú",99,1
1255,"Đa Phước Hội",91,1
1256,"Vĩnh Bình",9,1
1257,"Hưng Phong",79,1
1258,"Ân Thạnh",6,1
1259,"Phú Khánh",99,1
1260,"Hoà Nghĩa",102,1
1261,"Định Thuỷ",91,1
1262,"Vĩnh Hậu A",9,1
1263,"Long Mỹ",79,1
1264," Đại Điền",99,1
1265," Hưng Khánh Trung B",102,1
1266,"Ân Tín",6,1
1267,"Vĩnh Mỹ A",9,1
1268,"Hương Mỹ",91,1
1269,"Lương Hòa",79,1
1270," Long Thới",102,1
1271,"Ân Hảo Đông",6,1
1272,"Tân Phong",99,1
1273," Lương Phú",79,1
1274,"Vĩnh Mỹ B",9,1
1275,"Minh Đức",91,1
1276,"Ân Hảo Tây",6,1
1277," Phú Phụng",102,1
1278,"Thới Thạnh",99,1
1279,"Lương Quới",79,1
1280,"Vĩnh Thịnh",9,1
1281,"Ngãi Đăng",91,1
1282,"Phú Sơn",102,1
1283," Quới Điền",99,1
1284,"Ân Mỹ",6,1
1285,"Phước Hiệp",91,1
1286,"Thị trấn Hòa Bình",9,1
1287," Mỹ Thạnh",79,1
1288,"Sơn Định",102,1
1289,"Ân Sơn",6,1
1290,"Mỹ Hưng",99,1
1291,"Tân Hội",91,1
1292," Phong Mỹ",79,1
1293,"Tân Thiềng",102,1
1294,"Bok Tới",6,1
1295," Mỹ An",99,1
1296,"Lộc Ninh",12,1
1297,"Thành Thới A",91,1
1298,"Phong Nẫm",79,1
1299,"Ninh Hòa",12,1
1300,"Đắk Mang",6,1
1301,"Hòa Lợi",99,1
1302," Vĩnh Bình",102,1
1303,"Thành Thới B",91,1
1304," Phước Long",79,1
1305,"Ninh Quới",12,1
1306,"Bình Thạnh",99,1
1307,"Vĩnh Hoà",102,1
1308,"Tân Trung",91,1
1309," Sơn Phú",79,1
1310,"Hưng Phú",18,1
1311,"Vĩnh Thành",102,1
1312,"Ninh Quới A",12,1
1313,"An Thạnh",99,1
1314,"Tân Hào",79,1
1315,"Phong Thạnh Tây A",18,1
1316,"An Điền",99,1
1317,"Ninh Thạnh Lợi",12,1
1318,"Anh Phúc",31,1
1319,"Tân Lợi Thạnh",79,1
1320,"Phong Thạnh Tây B",18,1
1321,"Xuy Xá",75,1
1322,"An Thuận",99,1
1323,"Ninh Thạnh Lợi A",12,1
1324,"An Trạch",31,1
1325,"Tân Thanh",79,1
1326,"Phước Long",18,1
1327,"Hát Môn",75,1
1328,"Anh Trạch A",31,1
1329,"Vĩnh Lộc",12,1
1330,"An Qui",99,1
1331,"Thạnh Phú Đông",79,1
1332,"Cổ Nhuế 1",75,1
1333,"Vĩnh Phú Đông",18,1
1334,"Vĩnh Lộc A",12,1
1335,"An Nhơn",99,1
1336,"Long Điền",31,1
1337,"Cổ Nhuế 2",75,1
1338,"Vĩnh Phú Tây",18,1
1339,"Thuận Điền",79,1
1340,"Giao Thạnh",99,1
1341,"Long Điền Đông",31,1
1342,"Thị trấn Ngan Dừa",12,1
1343,"Đông Ngạc",75,1
1344,"Vĩnh Thanh",18,1
1345,"Thạnh Hải",99,1
1346,"Long Điền Đông A",31,1
1347,"Phường 1",45,1
1348,"Thị trấn Phước Long",18,1
1349,"Đức Thắng",75,1
1350,"Châu Hưng A",27,1
1351," Thạnh Phong.",99,1
1352,"Phường 2",45,1
1353,"Long Điền Tây",31,1
1354,"Châu Thới",27,1
1355,"Liên Mạc",75,1
1356,"Điền Hải",31,1
1357,"Phường 3",45,1
1358,"Phong Thạnh",36,1
1359,"Hưng Hội",27,1
1360,"Minh Khai",75,1
1361,"Dịch Vọng",80,1
1362,"Phường 1",36,1
1363,"Phường 5",45,1
1364,"Định Thành",31,1
1365,"Hưng Thành",27,1
1366,"Dịch Vọng Hậu",80,1
1367,"Phú Diễn",75,1
1368,"Định Thành A",31,1
1369,"Phường 6",45,1
1370,"Phường Hộ Phòng",36,1
1371,"Long Thạnh",27,1
1372,"Mai Dịch",80,1
1373,"Phúc Diễn",75,1
1374,"Thị trấn Gành Hào",31,1
1375,"Phường Láng Tròn",36,1
1376,"Phường 7",45,1
1377,"Vĩnh Hưng",27,1
1378,"Nghĩa Đô",80,1
1379,"Tây Cựu",75,1
1380,"Phường Nhà Mát",45,1
1381,"Phong Thạnh A",36,1
1382,"Đại Kim",106,1
1383,"Thượng Cát",75,1
1384,"Vĩnh Hưng A",27,1
1385,"Nghĩa Tân",80,1
1386,"Phong Thạnh Tây",36,1
1387,"Hiệp Thành",45,1
1388,"Đinh Công",106,1
1389,"Thụy Phương",75,1
1390,"Quan Hoa",80,1
1391,"Thị trấn Châu Hưng",27,1
1392,"Phong Thạnh Đông",36,1
1393,"Giáp Bát",106,1
1394,"Vĩnh Trạch",45,1
1395,"Xuân Đỉnh",75,1
1396,"Trung Hòa",80,1
1397,"Hoàng Liệt",106,1
1398,"Phong Tân",36,1
1399,"Vĩnh Trạch Đông",45,1
1400,"Biên Giang",88,1
1401,"Xuân Tảo",75,1
1402,"Yên Hòa",80,1
1403,"Hoàng Văn Thụ",106,1
1404,"Phường 8",45,1
1405,"Tân Phong",36,1
1406,"Đồng Mai",88,1
1407,"Dương Nội",88,1
1408,"Tân Thạnh",36,1
1409,"Lĩnh Nam",106,1
1410,"Bạch Đằng",94,1
1411,"Cát Linh",83,1
1412,"Hà Cầu",88,1
1413,"Ngọc Thụy",112,1
1414,"Hàng Bột",83,1
1415,"Bách Khoa",94,1
1416,"Mai Động",106,1
1417,"Kiến Hưng",88,1
1418,"Phúc Đồng",112,1
1419,"Cầu Diễn",117,1
1420,"Bạch Mai",94,1
1421,"Khâm Thiên",83,1
1422,"Tân Mai",106,1
1423,"Đại Mỗ",117,1
1424,"Phúc Lợi",112,1
1425,"La Khê",88,1
1426,"Bùi Thị Xuân",94,1
1427,"Khương Thượng",83,1
1428,"Thanh Trì",106,1
1429,"Sài Đồng",112,1
1430,"Mễ Trì",117,1
1431,"Mộ Lao",88,1
1432,"Cầu Dền",94,1
1433,"Thịnh Liệt",106,1
1434,"Kim Liên",83,1
1435,"Nguyễn Trãi",88,1
1436,"Mỹ Đình 1",117,1
1437,"Thạch Bàn",112,1
1438,"Láng Hạ",83,1
1439,"Đồng Mác",94,1
1440,"Trần Phú",106,1
1441,"Phú La",88,1
1442,"Thượng Thanh",112,1
1443,"Mỹ Đình 2",117,1
1444,"Láng Thượng",83,1
1445,"Đồng Nhân",94,1
1446,"Tương Mai",106,1
1447,"Việt Hưng",112,1
1448,"Phú Đô",117,1
1449,"Phú Lãm",88,1
1450,"Nam Đồng",83,1
1451,"Vĩnh Hưng",106,1
1452,"Đồng Tâm",94,1
1453,"Bồ Đề",112,1
1454,"Phú Lương",88,1
1455,"Tây Mỗ",117,1
1456,"Lê Đại Hành",94,1
1457,"Ngã Tư Sở",83,1
1458,"Yên Sở",106,1
1459,"Phương Canh",117,1
1460,"Cự Khối",112,1
1461,"Phúc La",88,1
1462,"Ô Chợ Dừa",83,1
1463,"Minh Khai",94,1
1464,"Trung Văn",117,1
1465,"Đức Giang",112,1
1466,"Quang Trung",88,1
1467,Bưởi,123,1
1468,"Ngô Thì Nhậm",94,1
1469,"Phương Liên",83,1
1470,"Nhật Tân",123,1
1471,"Xuân Phương",117,1
1472,"Văn Quán",88,1
1473,"Gia Thụy",112,1
1474," Nguyễn Du",94,1
1475,"Phương Mai",83,1
1476,"Phú Thượng",123,1
1477,"Vạn Phúc",88,1
1478,"Giang Biên",112,1
1479,"Quang Trung",83,1
1480,"Phạm Đình Hổ",94,1
1481,"Hạ Đình",129,1
1482,"Long Biên",112,1
1483,"Yên Nghĩa",88,1
1484,"Quảng An",123,1
1485,"Quốc Tử Giám",83,1
1486,"Khương Đình",129,1
1487,"Phố Quế",94,1
1488,"Ngọc Lâm",112,1
1489,"Yết Kiêu",88,1
1490,"Thụy Khuê",123,1
1491,"Thịnh Quang",83,1
1492,"Quỳnh Lôi",94,1
1493,"Khương Mai",129,1
1494,"Tứ Liên",123,1
1495,"Khương Trung",129,1
1496,"Quỳnh Mai",94,1
1497,"Thổ Quang",83,1
1498,"Chương Dương",100,1
1499,"Đồng Thái",136,1
1500,"Xuân La",123,1
1501,"Cửa Đông",100,1
1502,"Thanh Lương",94,1
1503,"Trung Liệt",83,1
1504,"Kim Giang",129,1
1505,"Cống Vị",136,1
1506,"Yên Phụ",123,1
1507,"Trung Phụng",83,1
1508,"Điện Biên",136,1
1509,"Thanh Nhàn",94,1
1510,"Cửa Nam",100,1
1511,"Nhân Chính",129,1
1512,"Đội Cấn",136,1
1513,"Đồng Xuân",100,1
1514,"Phương Liệt",129,1
1515,"Trương Định",94,1
1516,"Trung Tự",83,1
1517,"Thị Trấn Tây Đằng( Huyện Ly)",141,1
1518,"Hàng Bạc",100,1
1519,"Văn Chương",83,1
1520,"Xã Ba Trại",141,1
1521,"Thanh Xuân Bắc",129,1
1522,"Vĩnh Tuy",94,1
1523,"Giảng Võ",136,1
1524,"Hàng Bài",100,1
1525,"Ba Vì",141,1
1526,"Chương Dương",94,1
1527,"Văn Miếu",83,1
1528,"Kim Mã",136,1
1529,"Thanh Xuân Nam",129,1
1530,"Hàng Bồ",100,1
1531,"Vạn Phúc",83,1
1532,"Thanh Xuân Trung",129,1
1533,"Cẩm Lĩnh",141,1
1534,"Nguyễn Trung Trực",136,1
1535,"Hàng Bông",100,1
1536,"Thị trấn Phùng",151,1
1537,"Thương Đình",129,1
1538,"Cam Thượng",141,1
1539,"Liễu Giai",136,1
1540,"Hàng Buồm",100,1
1541,"Đan Phượng",151,1
1542,"Thị trấn Đông Anh",156,1
1543,"Ngọc Hà",136,1
1544,"Châu Sơn",141,1
1545,"Bắc Hồng",156,1
1546,"Hàng Đào",100,1
1547,"Đồng Tháp",151,1
1548,"Thị trấn Chúc Sơn",147,1
1549,"Chu Minh",141,1
1550,"Ngọc Khãnh",136,1
1551,"Cỗ Loa",156,1
1552,"Hàng Gai",100,1
1553,"Thị trấn Xuân Mai",147,1
1554,"Hạ Mỗ",151,1
1555,"Phúc Xá",136,1
1556,"Cổ Đô",141,1
1557,"Xã Đại yên",147,1
1558,"Đại Mạch",156,1
1559,"Hàng Mã",100,1
1560,"Hồng Hà",151,1
1561," Xã Đồng Lạc",147,1
1562,"Hàng Trống",100,1
1563,"Quán Thánh",136,1
1564,"Đông Quang",141,1
1565,"Đông Hội",156,1
1566,"Liên Hà",151,1
1567,"Lý Thái Tổ",100,1
1568,"Thành Công",136,1
1569,"Đồng Thái",141,1
1570,"Xã Đồng Phú",147,1
1571,"Dục Tú",156,1
1572,"Liên Hồng",151,1
1573,"Khánh Thượng",141,1
1574,"Hải Bối",156,1
1575,"Xã Đông Phương Yên",147,1
1576,"Phan Chu Trinh",100,1
1577,"Trúc Bạch",136,1
1578,"Liên Trung",151,1
1579,"Xã Đông Sơn",147,1
1580,"Vĩnh Phúc",136,1
1581,"Kim Chung",156,1
1582,"Phúc Tân",100,1
1583,"Minh Châu",141,1
1584,"Phương Đình",151,1
1585,"Xã Hòa chính",147,1
1586,"Trần Hưng Đạo",100,1
1587,"Kim Nỗ",156,1
1588,"Minh Quang",141,1
1589,"Song Phượng",151,1
1590,"Thị trấn Trâu Quỳ",164,1
1591,"Tràng Tiền",100,1
1592,"Phong Vân",141,1
1593,"Xã Hoàng Diệu",147,1
1594,"Liên Hà",156,1
1595,"Thị trấn Yên Viên",164,1
1596,"Tân Hội",151,1
1597,"Phú Châu",141,1
1598,"Xã Hoàng Văn Thụ",147,1
1599,"Mai Lâm",156,1
1600,"Thị trấn Trạm Trôi",169,1
1601,"Tân Lập",151,1
1602,"Bát Tràng",164,1
1603,"Nam Hồng",156,1
1604,"Phú Cường",141,1
1605,"Xã Hồng Phong",147,1
1606,"An Khánh",169,1
1607,"Cổ Bi",164,1
1608,"Thọ An",151,1
1609,"Xã Hợp Đồng",147,1
1610,"An Thượng",169,1
1611,"Nguyên Khê",156,1
1612,"Phú Đông",141,1
1613,"Thọ Xuân",151,1
1614,"Đa Tốn",164,1
1615,"Tàm Xá",156,1
1616,"Xã Hữu Văn",147,1
1617,"Cát Quế",169,1
1618,"Phú Phương",141,1
1619,"Thượng Mỗ",151,1
1620,"Đặng Xá",164,1
1621,"Xã Lam Điền",147,1
1622,"Phú Sơn",141,1
1623,"Thụy Lâm",156,1
1624,"Đắc Sở",169,1
1625,"Trung Châu",151,1
1626,"Đình Xuyên",164,1
1627,"Di Trạch",169,1
1628,"Sơn Đà",141,1
1629,"Xã Mỹ Lương",147,1
1630,"Tiên Dương",156,1
1631,"Đông Dư",164,1
1632,"Xã Nam Phương Tiến",147,1
1633,"Uy Nỗ",156,1
1634,"Tản Hồng",141,1
1635,"Đông La",169,1
1636,"Thị trấn Chi Đông",175,1
1637,"Dương Hà",164,1
1638,"Xã Ngọc Hòa",147,1
1639,"Thị trấn Quang Minh",175,1
1640,"Đức Giang",169,1
1641,"Vân Hà",156,1
1642,"Tản Lĩnh",141,1
1643,"Xã Phú Nam An",147,1
1644,"Dương Quang",164,1
1645,"Đức Thượng",169,1
1646,"Vân Nội",156,1
1647,"Chu Phan",175,1
1648,"Thái Hòa",141,1
1649,"Xã Phú Nghĩa",147,1
1650,"Dương Xá",164,1
1651,"Đại Thịnh",175,1
1652,"Thuần Mỹ",141,1
1653,"Dương Liễu",169,1
1654,"Việt Hùng",156,1
1655,"Xã Phụng Châu",147,1
1656,"Kiêu Ky",164,1
1657,"Vĩnh Ngọc",156,1
1658,"Kim Chung",169,1
1659,"Thụy An",141,1
1660,"Hoàng Kim",175,1
1661,"Kim Lan",164,1
1662,"Xã Quảng Bị",147,1
1663,"Tiên Phong",141,1
1664,"La Phù",169,1
1665,"Võng La",156,1
1666,"Kim Hoa",175,1
1667,"Kim Sơn",164,1
1668,"Xã Tân Tiến",147,1
1669,"Liên Mạc",175,1
1670,"Lại Yên",169,1
1671,"Tòng Bạt",141,1
1672,"Xuân Canh",156,1
1673,"Lệ Chi",164,1
1674,"Xã Thanh Bình",147,1
1675,"Mê Linh",175,1
1676,"Minh Khai",169,1
1677,"Xuân Nộn",156,1
1678,"Vân Hòa",141,1
1679,"Ninh Hiệp",164,1
1680,"Xã Thượng Vực",147,1
1681,"Tam Đồng",175,1
1682,"Sơn Đồng",169,1
1683,"Vạn Thắng",141,1
1684,"Phù Đổng",164,1
1685,"Xã Thụy Hương",147,1
1686,"Thị trấn Phúc Thọ",193,1
1687,"Song Phương",169,1
1688,"Vật Lại",141,1
1689,"Thạch Đà",175,1
1690,"Xã Thủy Xuân Tiên",147,1
1691,"Phú Thị",164,1
1692,"Cẩm Đình",193,1
1693,"Thanh Lâm",175,1
1694,"Tiền Yên",169,1
1695,"Yên Bài",141,1
1696,"Hiệp Thuận",193,1
1697,"Xã Tiên Phương",147,1
1698,"Vân Canh",169,1
1699,"Trung Màu",164,1
1700,"Tiền Phong",175,1
1701,"Liên Hiệp",193,1
1702,"Thị trấn Quốc Oai",201,1
1703,"Văn Đức",164,1
1704,"Vân Côn",169,1
1705,"Xã Tốt Động",147,1
1706,"Tiến Thắng",175,1
1707,"Cấn Hữu",201,1
1708,"Long Xuyên",193,1
1709,"Yên Thường",164,1
1710,"Xã Trần Phú",147,1
1711,"Yên Sở",169,1
1712,"Tiến Thịnh",175,1
1713,"Đại Thành",201,1
1714,"Ngọc Tảo",193,1
1715,"Yên Viên",164,1
1716,"Xã Trung Hòa",147,1
1717,"Tráng Việt",175,1
1718,"Đồng Quang",201,1
1719,"Phúc Hòa",193,1
1720,"Thị trấn Liên Quan",212,1
1721,"Xã Trường Yên",147,1
1722,"Tự Lập",175,1
1723,"Bắc Sơn",204,1
1724,"Đông Xuân",201,1
1725,"Bình Phú",212,1
1726,"Phụng Thượng",193,1
1727,"Xã Văn Võ",147,1
1728,"Văn Khê",175,1
1729,"Thị trấn Sóc Sơn",204,1
1730,"Bình Yên",212,1
1731,"Đông Yên",201,1
1732,"Phương Độ",193,1
1733,"Vạn Yên",175,1
1734,"Bắc Phú",204,1
1735,"Hòa Thạch",201,1
1736,"Cẩm Yên",212,1
1737,"Sen Chiểu",193,1
1738,"Thị trấn Kim Bài",216,1
1739,"Đông Xuân",204,1
1740,"Cần Kiệm",212,1
1741,"Tam Hiệp",193,1
1742,"Bích Hòa",216,1
1743,"Liệp Tuyết",201,1
1744,"Thị trấn Vân Đình",228,1
1745,"Đức Hòa",204,1
