id,name,new_name,distance,ward_id,district_id,province_id,created_at,updated_at,deleted_at
52206,Huỳnh Văn Nghệ,Đường Huỳnh Văn Nghệ,Đoạn từ ngã ba Gạc Nai đến giáp ranh huyện Vĩnh Cửu,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52207,Lê Nguyên Đạt,Đường Lê Nguyên Đạt,,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52208,Lê Quý Đôn,Đường Lê Quý Đôn,,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52209,Lê Thánh Tôn,Đường Lê Thánh Tôn,,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52225,Lê Thoa,Đường Lê Thoa,,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52226,Lữ Mành,Đường Lữ Mành,Đoạn 1: Từ đường Cách Mạng Tháng 8 (đường bên hông Trường Mầm non Thanh Bình) đến đường Cách Mạng Tháng 8 (đường bên hông Chi cục Thuế Biên Hòa),NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52226,Lữ Mành,Đường Lữ Mành,Đoạn 2: Từ đường Trần Minh Trí đến giáp đoạn 1,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52227,Lương Văn Nho,Đường Lương Văn Nho,Đoạn từ đường Nguyễn Ái Quốc đến đường vào cư xá Tỉnh đội,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52227,Lương Văn Nho,Đường Lương Văn Nho,Đoạn từ đường vào cư xá Tỉnh đội đến ngã rẽ giáp đường Hồ Hòa,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52228,Lý Thường Kiệt,Đường Lý Thường Kiệt,,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52229,Lương Văn Nho,,,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52245,Nguyễn Ái Quốc,Đường Nguyễn Ái Quốc,Đoạn từ cầu Hóa An đến giáp Trung tâm Hội nghị và Tổ chức sự kiện tỉnh Đồng Nai,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52245,Nguyễn Ái Quốc,Đường Nguyễn Ái Quốc,Đoạn từ giáp ranh tỉnh Bình Dương đến cầu Hóa An,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52245,Nguyễn Ái Quốc,Đường Nguyễn Ái Quốc,"Đoạn từ ngã 4 Tân Phong đến Công viên 30 tháng 4 (bên trái: Hẻm đền Thánh Hiếu, bên phải: Hẻm chợ nhỏ khu phố 4)",NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52245,Nguyễn Ái Quốc,Đường Nguyễn Ái Quốc,Đoạn từ Trung tâm Hội nghị và Tổ chức sự kiện tỉnh Đồng Nai đến ngã 4 Tân Phong,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52246,Nguyễn Bảo Đức,Đường Nguyễn Bảo Đức,,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52247,Nguyễn Hiền Vương,Đường Nguyễn Hiền Vương,,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52248,Nguyễn Thành Đồng,Đường Nguyễn Thành Đồng,,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52249,Nguyễn Thành Phương,Đường Nguyễn Thành Phương,,NULL,432,45,2021-09-06 17:37:50,2021-09-06 17:37:50,NULL
52265,Nguyễn Thị Giang,Đường Nguyễn Thị Giang,,NULL,432,45,2021-09-06 17:37:51,2021-09-06 17:37:51,NULL
52266,Nguyễn Thị Hiền,Đường Nguyễn Thị Hiền,,NULL,432,45,2021-09-06 17:37:51,2021-09-06 17:37:51,NULL
52267,Nguyễn Thị Tồn,Đường Nguyễn Thị Tồn,,NULL,432,45,2021-09-06 17:37:51,2021-09-06 17:37:51,NULL
52268,Nguyễn Trãi,Đường Nguyễn Trãi,Đoạn từ đường Cách Mạng Tháng 8 đến đường Nguyễn Thị Hiền,NULL,432,45,2021-09-06 17:37:51,2021-09-06 17:37:51,NULL
52268,Nguyễn Trãi,Đường Nguyễn Trãi,Đoạn từ đường Nguyễn Thị Hiền đến đường Nguyễn Văn Trị,NULL,432,45,2021-09-06 17:37:51,2021-09-06 17:37:51,NULL
52269,Nguyễn Tri Phương (từ Nguyễn Ái Quốc đến cầu Ghềnh),,,NULL,432,45,2021-09-06 17:37:51,2021-09-06 17:37:51,NULL
52281,Nguyễn Văn A,Đường Nguyễn Văn A,,NULL,432,45,2021-09-06 17:37:51,2021-09-06 17:37:51,NULL
52282,Nguyễn Văn Hoa,Đường Nguyễn Văn Hoa,Đoạn từ đường Phạm Văn Thuận đến hết UBND phường Thống Nhất,NULL,432,45,2021-09-06 17:37:51,2021-09-06 17:37:51,NULL
